X,Y,OBJECTID,AUN,SCHOOL_NUM,LOCATION_ID,SCHOOL_NAME,SCHOOL_NAME_LABEL,STREET_ADDRESS,ZIP_CODE,PHONE_NUMBER,ACTIVE,GRADE_LEVEL,GRADE_ORG,ENROLLMENT,TYPE,TYPE_SPECIFIC
-75.2418442201685,39.9445319905671,1491,126515001,7815,1190,MOTIVATION HIGH SCHOOL,MOTIVATION HIGH SCHOOL,5900 BALTIMORE AVE,19143,(215) 400-7930,,HIGH SCHOOL,9-12,201,1,DISTRICT
-75.1355523403438,40.0011598845783,1492,126515001,7522,5680,"MUNOZ-MARIN, HON LUIS SCHOOL",HONORABLE LUIS MUNOZ-MARIN SCHOOL,3300 N 3RD ST,19140,(215) 400-3920,,ELEMENTARY/MIDDLE,K-8,499,1,DISTRICT
-75.2158147934414,39.9644359482415,1493,126515001,7022,1580,MYA-MIDDLE YEARS ALTERNATIVE,MIDDLE YEARS ALTERNATIVE SCHOOL,4725 FAIRMOUNT AVE,19139,(215) 400-7720,,MIDDLE SCHOOL,5-8,128,1,DISTRICT
-75.1538300001114,39.9366940002475,1494,126515001,3650,2590,"NEBINGER, GEORGE W. SCHOOL",GEORGE W. NEBINGER SCHOOL,601 CARPENTER ST,19147,(215) 400-8110,,ELEMENTARY/MIDDLE,K-8,374,1,DISTRICT
-75.1626440495439,39.961021589463,1495,126515001,,8780,PHILADELPHIA VIRTUAL ACADEMY,PHILADELPHIA VIRTUAL ACADEMY,440 N BROAD ST,19130,(215) 400-3110,,ELEMENTARY/MIDDLE/HIGH,K-12,921,1,DISTRICT
-75.0275948707761,40.0597631391261,1496,126515001,3801,8410,"POLLOCK, ROBERT B. SCHOOL",ROBERT B. POLLOCK SCHOOL,2875 WELSH RD,19152,(215) 400-3210,,ELEMENTARY/MIDDLE,K-8,845,1,DISTRICT
-75.1548177713478,39.917126759721,1497,126515001,3657,2690,"TAGGART, JOHN H. SCHOOL",JOHN H. TAGGART SCHOOL,400 W PORTER ST,19148,(215) 400-8290,,ELEMENTARY/MIDDLE,K-8,484,1,DISTRICT
-75.1381404267349,40.0070708869227,1498,126515001,3755,7440,"TAYLOR, BAYARD SCHOOL",BAYARD TAYLOR SCHOOL,3698 N RANDOLPH ST,19140,(215) 400-3880,,ELEMENTARY SCHOOL,K-5,395,1,DISTRICT
-75.1297359997178,40.0068189997667,1499,126515001,,5660,THE LINC,THE LINC,122 W ERIE AVE,19140,(215) 400-3940,,HIGH SCHOOL,9-12,223,1,DISTRICT
-75.1462560001963,39.9819829997877,1500,126515001,,5620,THE U SCHOOL,THE U SCHOOL,2000 N 7TH ST,19122,(215) 400-7460,,HIGH SCHOOL,9-12,195,1,DISTRICT
-75.2185532904991,39.9553058896276,1501,126515001,8328,8560,THE WORKSHOP SCHOOL,THE WORKSHOP SCHOOL,221 S HANSON ST,19139,(215) 400-7730,,HIGH SCHOOL,9-12,214,1,DISTRICT
-75.232358071053,39.9213914094744,1502,126515001,3832,1130,TILDEN MIDDLE SCHOOL,WILLIAM T. TILDEN SCHOOL,6601 ELMWOOD AVE,19142,(215) 400-8170,,MIDDLE SCHOOL,5-8,266,1,DISTRICT
-75.1654837502338,39.9394199201992,1503,126515001,6996,2020,CREATIVE AND PERFORMING ARTS,HIGH SCHOOL FOR CREATIVE AND PERFORMING ARTS SCHOOL,901 S BROAD ST,19147,(215) 400-8140,,HIGH SCHOOL,9-12,646,1,DISTRICT
-75.2055509793296,39.9707322443329,1504,126513070,7557,3308,BELMONT ACADEMY CHARTER SCHOOL,BELMONT ACADEMY CHARTER SCHOOL,907 N 41ST ST,19104,(215) 386-5768,O,ELEMENTARY SCHOOL,PREK-K,240,2,CHARTER
-75.0171157012663,40.1048749663119,1505,,,3322,PHILADELPHIA ACADEMY CHARTER SCHOOL (ANNEX),PHILADELPHIA ACADEMY CHARTER SCHOOL,1700 TOMLINSON RD,19116,(215) 673-3990,O,HIGH SCHOOL,9-12,,2,CHARTER
-75.0282220001821,40.0882879999167,1506,126515001,3803,8400,"FRANK, ANNE SCHOOL",ANNE FRANK SCHOOL,2000 BOWLER ST,19115,(215) 400-3070,,ELEMENTARY SCHOOL,K-5,1622,1,DISTRICT
-75.085153299292,40.0216292635812,1507,126515001,3850,7010,FRANKFORD HIGH SCHOOL,FRANKFORD HIGH SCHOOL,5000 OXFORD AVE,19124,(215) 400-7200,,HIGH SCHOOL,9-12,911,1,DISTRICT
-75.1627529996906,39.9650489996572,1508,126515001,6822,2290,FRANKLIN LEARNING CENTER,FRANKLIN LEARNING CENTER,616 N 15TH ST,19130,(215) 400-7570,,HIGH SCHOOL,9-12,918,1,DISTRICT
-75.1616399993992,39.9635299998603,1509,126515001,3851,2010,"FRANKLIN, BENJAMIN HIGH SCHOOL",BENJAMIN FRANKLIN HIGH SCHOOL,550 N BROAD ST,19130,(215) 400-7600,,HIGH SCHOOL,9-12,570,1,DISTRICT
-75.1042930779703,40.0424482429562,1510,126515001,7231,7280,"FRANKLIN, BENJAMIN SCHOOL",BENJAMIN FRANKLIN SCHOOL,5737 RISING SUN AVE,19120,(215) 400-3760,,ELEMENTARY/MIDDLE,K-8,571,1,DISTRICT
-75.1505849997142,39.9237619995179,1511,126515001,3818,2160,"FURNESS, HORACE HIGH SCHOOL",FURNESS HIGH SCHOOL,1900 S 3RD ST,19148,(215) 400-8300,,HIGH SCHOOL,9-12,896,1,DISTRICT
-75.1807633815337,39.98437491988,1512,126515001,3625,4530,"GIDEON, EDWARD SCHOOL",EDWARD GIDEON SCHOOL,2817 W GLENWOOD AVE,19121,(215) 400-7360,,ELEMENTARY/MIDDLE,K-8,205,1,DISTRICT
-75.1829564114473,39.9218315761598,1513,126515001,7664,2410,GIRARD ACADEMIC MUSIC PROGRAM,GIRARD ACADEMIC MUSIC PROGRAM,2136 W RITNER ST,19145,(215) 400-8230,,MIDDLE/HIGH,5-12,635,1,DISTRICT
-75.2284370007218,39.9757989997203,1514,126510022,7909,3383,MASTERY CHARTER-SHOEMAKER,MASTERY CHARTER SCHOOL AT SHOEMAKER,5301 MEDIA ST,19131,(267) 296-7111,,MIDDLE/HIGH,7-12,713,2,CHARTER
-75.1636467513393,39.9146709594964,1515,126510023,7910,3385,MASTERY CHARTER-THOMAS CAMPUS,MASTERY CHARTER SCHOOL AT THOMAS CAMPUS,927 JOHNSTON ST,19148,(267) 236-0036,,ELEMENTARY?MIDDLE/HIGH,K-12,1315,2,CHARTER
-75.1580390006084,39.9920380002474,1516,126514059,,3437,KIPP NORTH PHILADELPHIA CHARTER SCHOOL,KIPP NORTH PHILADELPHIA ACADEMY,2539 N 16TH ST,19132,(267) 758-2509,,ELEMENTARY/MIDDLE,K-7,678,2,CHARTER
-75.2477179326887,39.9846141197281,1517,126510015,7825,3379,AD PRIMA CHARTER SCHOOL,AD PRIMA CHARTER SCHOOL,1922 N 63RD ST,19151,(267) 403-2672,,ELEMENTARY/MIDDLE,K-8,609,2,CHARTER
-75.1639464266362,39.9792849999811,1518,126512990,7543,3315,ALLIANCE FOR PROGRESS CHARTER,ALLIANCE FOR PROGRESS CHARTER SCHOOL,"1722 CECIL B MOORE AVE
",19121,(215) 232-4892,,ELEMENTARY SCHOOL,K-5,621,2,CHARTER
-75.1308530758714,40.0131215386459,1519,104510394,8031,3395,ANTONIA PANTOJA CHARTER SCHOOL,ANTONIA PANTOJA CHARTER SCHOOL,4101 N AMERICAN ST,19140,(215) 329-2733,,ELEMENTARY/MIDDLE,K-8,752,2,CHARTER
-75.1256444420555,39.9987298917836,1520,133513315,8149,3406,JOHN B STETSON MIDDLE SCHOOL,JOHN B STETSON MIDDLE SCHOOL,3200 B ST,19134,(215) 400-9150,,MIDDLE SCHOOL,5-8,538,1,DISTRICT
-75.1724214935498,40.0251082134133,1521,126515001,5294,6470,"KELLY, JOHN B. SCHOOL",JOHN B. KELLY SCHOOL,5116 PULASKI AVE,19144,(215) 400-3580,,ELEMENTARY SCHOOL,K-5,369,1,DISTRICT
-75.1540634698108,40.005112619077,1522,126515001,3795,4360,KENDERTON ELEMENTARY,KENDERTON ELEMENTARY SCHOOL,1500 W ONTARIO ST,19140,(215) 400-8340,,ELEMENTARY/MIDDLE,K-8,302,1,DISTRICT
-75.1334062072035,39.9773057133073,1523,126515001,7852,5520,KENSINGTON CAPA,KENSINGTON HIGH SCHOOL FOR CREATIVE AND PERFORMING ARTS,1901 N FRONT ST,19122,(215) 400-7400,,HIGH SCHOOL,9-12,509,1,DISTRICT
-75.1285104225718,39.9847326185923,1524,126515001,7855,5550,KENSINGTON HEALTH SCIENCES,KENSINGTON HEALTH SCIENCES ACADEMY,2463 EMERALD ST,19125,(215) 400-3600,,HIGH SCHOOL,9-12,457,1,DISTRICT
-75.1263690837556,39.9844316050371,1525,126515001,8143,5700,KENSINGTON HIGH SCHOOL,KENSINGTON HIGH SCHOOL,2051 E CUMBERLAND ST,19125,(215) 400-7700,,HIGH SCHOOL,9-12,459,1,DISTRICT
-75.1605097359252,39.9208831797287,1526,126515001,7228,2540,"KEY, FRANCIS SCOTT SCHOOL",FRANCIS S. KEY SCHOOL,2230 S 8TH ST,19148,(215) 400-8250,,ELEMENTARY SCHOOL,K-6,371,1,DISTRICT
-75.1616778553636,40.0564620249605,1527,126515001,6675,6060,"KING, MARTIN LUTHER HIGH SCHOOL",MARTIN LUTHER KING HIGH SCHOOL,6100 STENTON AVE,19138,(215) 400-3500,,HIGH SCHOOL,9-12,546,1,DISTRICT
-75.1564659995204,39.9300199997864,1528,126515001,3647,2580,"KIRKBRIDE, ELIZA B. SCHOOL",ELIZA B. KIRKBRIDE SCHOOL,1501 S 7TH ST,19147,(215) 400-7980,,ELEMENTARY/MIDDLE,K-8,489,1,DISTRICT
-75.2456141086698,39.9819822023219,1529,126515001,7472,4370,OVERBROOK ELEMENTARY SCHOOL,OVERBROOK ELEMENTARY SCHOOL,2032 N 62ND ST,19151,(215) 400-7520,,ELEMENTARY/MIDDLE,K-8,200,1,DISTRICT
-75.2385560002224,39.9810280001367,1530,126515001,3857,4020,OVERBROOK HIGH SCHOOL,OVERBROOK HIGH SCHOOL,5898 LANCASTER AVE,19131,(215) 400-7300,,HIGH SCHOOL,9-12,441,1,DISTRICT
-75.1592864998634,39.9630050104016,1531,126515001,7782,5080,PARKWAY CENTER CITY MIDDLE COLLEGE HIGH SCHOOL,PARKWAY CENTER CITY MIDDLE COLLEGE HIGH SCHOOL,540 N 13TH ST,19123,(215) 400-7620,,HIGH SCHOOL,9-12,437,1,DISTRICT
-75.2158085547254,39.9646026424632,1532,126515001,7808,5090,PARKWAY WEST HIGH SCHOOL,PARKWAY WEST HIGH SCHOOL,4725 FAIRMOUNT AVE,19139,(215) 400-7710,,HIGH SCHOOL,9-12,151,1,DISTRICT
-75.1651703669058,40.0564530955096,1533,126515001,6548,5070,PARKWAY-NORTHWEST HIGH SCHOOL,PARKWAY NORTHWEST HIGH SCHOOL,6200 CRITTENDEN ST,19138,(215) 400-3390,,HIGH SCHOOL,9-12,239,1,DISTRICT
-75.2367619993278,39.9160950003144,1534,126515001,3613,1400,"PATTERSON, JOHN M. SCHOOL",JOHN M. PATTERSON SCHOOL,7000 BUIST AVE,19142,(215) 400-8190,,ELEMENTARY SCHOOL,K-4,336,1,DISTRICT
-75.1683170543481,39.9986220304899,1535,126515001,3675,4380,"PEIRCE, THOMAS M. SCHOOL",THOMAS M. PEIRCE SCHOOL,2300 W CAMBRIA ST,19132,(215) 400-7020,,ELEMENTARY SCHOOL,K-5,273,1,DISTRICT
-75.2081869999629,39.9530989999409,1536,126515001,7706,1280,PENN ALEXANDER SCHOOL,SADIE ALEXANDER SCHOOL,4209 SPRUCE ST,19104,(215) 400-7760,,ELEMENTARY/MIDDLE,K-8,595,1,DISTRICT
-75.1271550438141,39.9727083207381,1537,126515001,7244,5160,PENN TREATY HIGH SCHOOL,PENN TREATY HIGH SCHOOL,600 E THOMPSON ST,19125,(215) 400-3800,,MIDDLE/HIGH,6-12,403,1,DISTRICT
-75.1507814774704,40.0433940035014,1538,126515001,3722,6340,"PENNELL, JOSEPH ELEMENTARY",JOSEPH PENNELL SCHOOL,1800 NEDRO AVE,19141,(215) 400-3680,,ELEMENTARY SCHOOL,K-5,270,1,DISTRICT
-75.1589464905624,40.0652550495601,1539,126515001,6539,6350,"PENNYPACKER, SAMUEL SCHOOL",SAMUEL PENNYPACKER SCHOOL,1858 E WASHINGTON LN,19138,(215) 400-3510,,ELEMENTARY/MIDDLE,K-8,299,1,DISTRICT
-75.2476230902229,39.9078123231605,1540,126515001,3616,1440,PENROSE SCHOOL,PENROSE SCHOOL,2515 S 78TH ST,19153,(215) 400-8310,,ELEMENTARY/MIDDLE,K-8,361,1,DISTRICT
-75.1544359419315,39.9854080807839,1541,126515001,7850,5050,PHILADELPHIA MILITARY ACADEMY,PHILADELPHIA MILITARY ACADEMY,2118 N 13TH ST,19122,(215) 400-7420,,HIGH SCHOOL,9-12,277,1,DISTRICT
-75.156536104182,40.0563224988013,1542,326510173,,,EXCELSIOR SCHOOL OF PHILADELPHIA,EXCELSIOR SCHOOL OF PHILADELPHIA,2106 HAINES ST,19138,(267) 900-5494,,ELEMENTARY SCHOOL,PREK-5,,3,PRIVATE
-75.142232024316,39.9630173392263,1543,326517786,,,QUADRAT ACADEMY,QUADRAT ACADEMY,222 BROWN ST,19123,(267) 997-7744,,MIDDLE/HIGH,6-12,,3,PRIVATE
-75.1648924319388,39.9483999367085,1544,326513292,,,REVOLUTION SCHOOL,REVOLUTION SCHOOL,230 S BROAD ST,19102,(215) 631-3697,,HIGH SCHOOL,9-12,,3,PRIVATE
-75.1297678582799,40.0413482852175,1545,226517319,,,SOPHIA ACADEMY,SOPHIA ACADEMY,5900 N 5TH ST,19120,(267) 595-4723,,HIGH SCHOOL,9-12,,3,PRIVATE
-75.1288900618717,40.0404986265546,1546,126515001,7232,7350,"LOWELL, JAMES R. SCHOOL",JAMES R. LOWELL SCHOOL,450 W NEDRO AVE,19120,(215) 400-3740,,ELEMENTARY SCHOOL,K-4,469,1,DISTRICT
-75.1458741020407,39.9725784370524,1547,126515001,3694,5340,"LUDLOW, JAMES R. SCHOOL",JAMES R. LUDLOW SCHOOL,550 W MASTER ST,19122,(215) 400-7430,,ELEMENTARY/MIDDLE,K-8,216,1,DISTRICT
-75.0874911598763,40.0146703147194,1548,126515001,3797,7360,"MARSHALL, JOHN SCHOOL",JOHN MARSHALL SCHOOL,4500 GRISCOM ST,19124,(215) 400-3950,,ELEMENTARY SCHOOL,K-5,250,1,DISTRICT
-75.1345624646199,40.0301801617259,1549,126515001,7521,5500,"MARSHALL, THURGOOD SCHOOL",THURGOOD MARSHALL SCHOOL,5120 N 6TH ST,19120,(215) 400-3770,,ELEMENTARY/MIDDLE,K-8,604,1,DISTRICT
-75.2036036988725,39.9752547638908,1550,126515001,7903,1030,HIGH SCHOOL OF THE FUTURE,HIGH SCHOOL OF THE FUTURE,4021 PARKSIDE AVE,19104,(215) 400-7790,,HIGH SCHOOL,9-12,569,1,DISTRICT
-75.2188790888434,40.0370117796178,1551,226514088,,,ROXBOROUGH CHRISTIAN SCHOOL,ROXBOROUGH CHRISTIAN SCHOOL,6301 RIDGE AVE,19128,(267) 804-5715,,ELEMENTARY SCHOOL,PREK-4,,3,PRIVATE
-75.2196027886925,40.0251637764552,1552,326510179,,,YALE SCHOOL OF PHILADELPHIA,YALE SCHOOL OF PHILADELPHIA,135 RECTOR ST,19127,(215) 839-0525,,ELEMENTARY/MIDDLE/HIGH,K-12,,3,PRIVATE
-75.160950673995,39.9407184676363,1553,226518471,,,PHILLY AGILE LEARNING COMMUNITY SCHOOL,PHILLY AGILE LEARNING COMMUNITY SCHOOL,756 S 11TH ST,19147,(484) 816-7788,,ELEMENTARY/MIDDLE/HIGH,K-12,,3,PRIVATE
-75.1364572728484,40.019472871401,1554,226513821,,,VOCATIO CAREER PREP HIGH SCHOOL,VOCATIO CAREER PREP HIGH SCHOOL,4455 N 6TH ST,19140,(267) 603-3093,,HIGH SCHOOL,9-12,,3,PRIVATE
-75.0649371621716,40.0078009860373,1555,126513450,7666,3331,FRANKLIN TOWNE CHARTER SCHOOL,FRANKLIN TOWNE CHARTER HIGH SCHOOL,5301 TACONY ST,19137,(215) 289-5000,,HIGH SCHOOL,9-12,1292,2,CHARTER
-75.0747243393158,39.995515990391,1556,147513703,8123,3403,FRANKLIN TOWNE ELEMENTARY,FRANKLIN TOWNE CHARTER ELEMENTARY SCHOOL,4259 RICHMOND ST,19137,(215) 289-3389,,ELEMENTARY/MIDDLE,K-8,963,2,CHARTER
-75.1744225895032,39.9524728898904,1557,126513270,7586,3318,FREIRE CHARTER SCHOOL,FREIRE CHARTER SCHOOL,2027 CHESTNUT ST,19103,(215) 557-8555,,HIGH SCHOOL,9-12,1020,2,CHARTER
-75.2268583300137,39.9533269095201,1558,126518004,,3428,G.L.A. CHARTER @ HUEY,GLOBAL LEADERSHIP ACADEMY AT HUEY,5200 PINE ST,19143,(215) 471-2978,,ELEMENTARY/MIDDLE,K-8,589,2,CHARTER
-75.1666280688128,39.9628357147828,1559,,,8100,GATEWAY TO COLLEGE,GATEWAY TO COLLEGE - COMMUNITY COLLEGE OF PHILADELPHIA,1700 SPRING GARDEN ST RM M1-24,19130,(215) 751-8540,,HIGH SCHOOL,9-12,88,1,CONTRACTED
-75.2155434065124,39.9733130527976,1560,126513380,7639,3337,GLOBAL LEADERSHIP ACADEMY,GLOBAL LEADERSHIP ACADEMY CHARTER SCHOOL,4601 W GIRARD AVE,19131,(215) 477-6672,,ELEMENTARY/MIDDLE,K-8,691,2,CHARTER
-75.2339965194264,40.0430940771111,1561,126510005,7748,3365,GREEN WOODS CHARTER SCHOOL,GREEN WOODS CHARTER SCHOOL,468 DOMINO LN,19128,(215) 482-6337,,ELEMENTARY/MIDDLE,K-8,703,2,CHARTER
-75.2522655211722,39.9732074349092,1562,126512850,7511,3302,HARAMBEE INSTITUTE OF SCIENCE,HARAMBEE INSTITUTE OF SCIENCE AND TECHNOLOGY CHARTER SCHOOL,640 N 66TH ST,19151,(215) 472-8770,,ELEMENTARY/MIDDLE,K-8,574,2,CHARTER
-75.2264469997381,39.9415620002347,1563,126513290,7588,3323,MASTERY CHARTER AT HARDY WILLIAMS,MASTERY CHARTER SCHOOL AT HARDY WILLIAMS,5400 WARRINGTON AVE,19143,(215) 724-2343,,ELEMENTARY/MIDDLE/HIGH,K-12,1251,2,CHARTER
-75.1128832378727,39.9861681881833,1564,126519392,8257,3423,MEMPHIS ST. CHARTER @ JP JONES,MEMPHIS STREET ACADEMY CHARTER SCHOOL AT J.P. JONES,2950 MEMPHIS ST,19134,(215) 291-4709,,MIDDLE SCHOOL,5-8,492,2,CHARTER
-75.1503548576602,40.0114244169392,1565,126513000,7546,3312,MULTI-CULTURAL ACADEMY,MULTICULTURAL ACADEMY CHARTER SCHOOL,3821 N BROAD ST,19140,(215) 457-6666,,HIGH SCHOOL,9-12,255,2,CHARTER
-75.0241869994173,40.0350700003237,1566,126513420,7649,3334,NEW FOUNDATIONS CHARTER SCHOOL,NEW FOUNDATIONS CHARTER SCHOOL,8001 TORRESDALE AVE,19136,(215) 624-8100,,ELEMENTARY/MIDDLE,K-8,1529,2,CHARTER
-75.0710778672641,40.0558769929072,1567,,,3850,NORTHEAST HIGH SCHOOL EOP,NORTHEAST HIGH SCHOOL EOP,1601 COTTMAN AVE,19111,(215) 400-3200,,HIGH SCHOOL,9-12,177,1,DISTRICT
-75.0947267769455,40.020359992596,1568,126510019,7856,3386,NORTHWOOD CHARTER SCHOOL,NORTHWOOD ACADEMY CHARTER SCHOOL,4621 CASTOR AVE,19124,(215) 289-5606,,ELEMENTARY/MIDDLE,K-8,796,2,CHARTER
-75.1450336837808,39.9583620607105,1569,,,8070,OIC CADI,OIC CADI,444 N 3RD ST,19123,(215) 567-2410,,HIGH SCHOOL,9-12,147,1,CONTRACTED
-75.2312923026131,39.9856077131825,1570,126519433,8152,3408,MASTERY CHARTER @ MANN,MASTERY CHARTER SCHOOL AT MANN,5376 W BERKS ST,19131,(215) 581-5516,,ELEMENTARY SCHOOL,K-6,574,2,CHARTER
-75.1614239994098,40.0482079997674,1571,126518795,3721,3426,MASTERY CHARTER @ PASTORIUS,MASTERY CHARTER SCHOOL AT PASTORIUS,5650 SPRAGUE ST,19138,(215) 951-5689,,ELEMENTARY/MIDDLE,K-8,645,2,CHARTER
-75.1807087298016,40.0321362513943,1572,151514721,7961,3393,MASTERY CHARTER @ PICKETT,MASTERY CHARTER SCHOOL AT PICKETT,5700 WAYNE AVE,19144,(215) 866-9000,,MIDDLE/HIGH,6-12,923,2,CHARTER
-75.1946950301183,39.9579153255438,1573,126515001,3783,1390,"POWEL, SAMUEL SCHOOL",SAMUEL POWEL SCHOOL,3610 WARREN ST,19104,(215) 400-7740,,ELEMENTARY SCHOOL,K-4,326,1,DISTRICT
-75.1495605206067,40.0477074202454,1574,126515001,6765,7490,PRINCE HALL SCHOOL,PRINCE HALL SCHOOL,6101 N GRATZ ST,19141,(215) 400-3690,,ELEMENTARY SCHOOL,K-5,328,1,DISTRICT
-75.1793048893351,40.0088544929054,1575,126515001,7813,6090,RANDOLPH TECHNICAL HIGH SCHOOL,A. PHILIP RANDOLPH CAREER AND TECHNICAL HIGH SCHOOL,3101 HENRY AVE,19129,(215) 400-3840,,HIGH SCHOOL,9-12,440,1,DISTRICT
-75.0580916436749,40.0587010848987,1576,126515001,3771,8360,RHAWNHURST SCHOOL,RHAWNHURST SCHOOL,7809 CASTOR AVE,19152,(215) 400-3220,,ELEMENTARY SCHOOL,K-5,603,1,DISTRICT
-75.1120827629408,39.9924470150844,1577,126515001,3842,5060,"MASTBAUM, JULES E. HIGH SCHOOL",JULES E. MASTBAUM AREA VOCATIONAL TECHNICAL HIGH SCHOOL,3116 FRANKFORD AVE,19134,(215) 400-7220,,HIGH SCHOOL,9-12,651,1,DISTRICT
-75.165732782732,39.9634508998865,1578,126515001,3808,2140,"MASTERMAN,JULIA R. HIGH SCHOOL",JULIA R. MASTERMAN SCHOOL,1699 SPRING GARDEN ST,19130,(215) 400-7580,,MIDDLE/HIGH,5-12,1182,1,DISTRICT
-75.0519203814907,40.0393418782801,1579,126515001,3769,8300,MAYFAIR SCHOOL,MAYFAIR SCHOOL,3001 PRINCETON AVE,19149,(215) 400-3280,,ELEMENTARY/MIDDLE,K-8,1766,1,DISTRICT
-75.152366532041,39.9445981325468,1580,126515001,3648,2340,"MC CALL, GEN. GEORGE A. SCHOOL",GENERAL GEORGE A. MCCALL SCHOOL,325 S 7TH ST,19106,(215) 400-7840,,ELEMENTARY/MIDDLE,K-8,628,1,DISTRICT
-75.1375739994297,40.0151779995059,1581,126515001,6534,7380,"MC CLURE, ALEXANDER K. SCHOOL",ALEXANDER K. MCCLURE SCHOOL,600 W HUNTING PARK AVE,19140,(215) 400-3870,,ELEMENTARY SCHOOL,K-5,411,1,DISTRICT
-75.1947652507936,39.9665496328013,1582,126515001,3611,1360,"MC MICHAEL, MORTON SCHOOL",MORTON MCMICHAEL SCHOOL,3543 FAIRMOUNT AVE,19104,(215) 400-7750,,ELEMENTARY/MIDDLE,K-8,270,1,DISTRICT
-75.1747000232622,40.0814117201095,1583,126515001,3719,6310,"MCCLOSKEY, JOHN F. SCHOOL",JOHN F. MCCLOSKEY SCHOOL,8500 PICKERING ST,19150,(215) 400-3380,,ELEMENTARY/MIDDLE,K-8,231,1,DISTRICT
-75.2105796338327,39.9694921357831,1584,,,3040,EXCEL MIDDLE YEARS ACADEMY,EXCEL MIDDLE YEARS ACADEMY,4300 WESTMINSTER AVE,19104,(215) 436-0307,,MIDDLE SCHOOL,6-8,30,1,CONTRACTED
-75.0824061901107,40.0071999096149,1585,100510000,7744,3364,FIRST PHILADELPHIA CHARTER,FIRST PHILADELPHIA PREPARATORY CHARTER SCHOOL,4300 TACONY ST,19124,(215) 743-3100,,ELEMENTARY/MIDDLE/HIGH,K-12,1886,2,CHARTER
-75.1561225600225,39.9589836872666,1586,126510021,7857,3384,FOLK ARTS CULTURAL TREASURES,FOLK ARTS-CULTURAL TREASURES CHARTER SCHOOL,1023 CALLOWHILL ST,19123,(215) 569-2600,,ELEMENTARY/MIDDLE,K-8,503,2,CHARTER
-75.1616083349064,39.9634007190651,1587,126515001,,3210,FRANKLIN HIGH SCHOOL EOP,BEN FRANKLIN HIGH SCHOOL EOP,550 N BROAD ST,19130,(215) 400-7600,,HIGH SCHOOL,9-12,176,1,DISTRICT
-75.2358135510795,39.9488172192121,1588,126516457,8153,3407,MASTERY CHARTER @ HARRITY,MASTERY CHARTER SCHOOL AT HARRITY,5601 CHRISTIAN ST,19143,(215) 471-2908,,ELEMENTARY/MIDDLE,K-8,740,2,CHARTER
-75.1452324369907,40.0014171901423,1589,126513110,7565,3310,LAB SCH OF COMMUNICAT'N & LANG,LABORATORY CHARTER SCHOOL OF COMMUNICATION AND LANGUAGES,926 W SEDGLEY AVE,19140,(215) 574-1680,,ELEMENTARY SCHOOL,K-5,450,2,CHARTER
-75.1189300524152,39.9816688106088,1590,,,3240,LIGUORI ACADEMY-FORTIS,THE FORTIS PROGRAM,2343 E TUCKER ST ,19125,(267) 571-1952,,HIGH SCHOOL,9-12,86,1,CONTRACTED
-75.1384436842674,40.0294118406759,1591,126519476,8206,3419,LINDLEY ACADEMY CHARTER @ BIRNEY,LINDLEY ACADEMY CHARTER @ BIRNEY,900 LINDLEY AVE,19141,(215) 456-3000,,ELEMENTARY/MIDDLE,K-8,748,2,CHARTER
-75.0938987512347,40.0056306308975,1592,126513480,7672,3332,MARIANA BRACETTI ACADEMY,MARIANA BRACETTI ACADEMY CHARTER SCHOOL,1840 TORRESDALE AVE,19124,(215) 291-4436,,ELEMENTARY/MIDDLE/HIGH,K-12,1518,2,CHARTER
-75.1359611916528,39.9944960643483,1593,173515368,7985,3394,PAN AMERICAN ACADEMY CHARTER,PAN AMERICAN ACADEMY CHARTER SCHOOL,2830 N AMERICAN ST,19133,(215) 425-1212,,ELEMENTARY/MIDDLE,K-8,762,2,CHARTER
-75.0202684785261,40.0309322857549,1594,,,8540,PENNYPACK HOUSE SCHOOL,PENNYPACK HOUSE SCHOOL,7901 STATE RD,19136,(215) 685-7752,,HIGH SCHOOL,9-12,77,1,DISTRICT
-75.0576232526914,40.095733370403,1595,126515001,4726,8430,"GREENBERG, JOSEPH SCHOOL",JOSEPH GREENBERG SCHOOL,600 SHARON LN,19115,(215) 400-3080,,ELEMENTARY/MIDDLE,K-8,925,1,DISTRICT
-75.1773920597576,39.9522723404091,1596,126515001,5186,2470,"GREENFIELD, ALBERT M. SCHOOL",ALBERT M. GREENFIELD SCHOOL,2200 CHESTNUT ST,19103,(215) 400-7810,,ELEMENTARY/MIDDLE,K-8,742,1,DISTRICT
-75.1268052651981,39.9811400508718,1597,126515001,5120,5300,"HACKETT, HORATIO B. SCHOOL",HORATIO B. HACKETT SCHOOL,2161 E YORK ST,19125,(215) 400-7470,,ELEMENTARY SCHOOL,K-5,366,1,DISTRICT
-75.2355430002609,39.9554380004194,1598,126515001,5185,1290,"HAMILTON, ANDREW SCHOOL",ANDREW HAMILTON SCHOOL,5640 SPRUCE ST,19139,(215) 400-7650,,ELEMENTARY/MIDDLE,K-8,348,1,DISTRICT
-74.9891928924951,40.0673722988134,1599,126515001,5041,8770,HANCOCK DEMONSTRATION SCHOOL,JOHN HANCOCK DEMONSTRATION SCHOOL,3700 MORRELL AVE,19114,(215) 400-3120,,ELEMENTARY/MIDDLE,K-5,895,1,DISTRICT
