DC_DIST,SECTOR,DISPATCH_DATE,DISPATCH_TIME,LOCATION_BLOCK,UCR_GENERAL,OBJ_ID,TEXT_GENERAL_CODE,POINT_X,POINT_Y
25,O,2009-03-15,02:13:00,3400 BLOCK GERMANTOWN AVE,100,1,Homicide - Criminal,-75.1496877,40.00587584
25,H,2009-03-19,01:09:00,100 BLOCK W WISHART ST,100,1,Homicide - Criminal,-75.12954468,39.99800619
25,J,2009-04-09,11:46:00,3100 BLOCK N FRANKLIN ST,100,1,Homicide - Criminal ,-75.14287041,39.99974992
25,H,2009-04-11,22:40:00,400 BLOCK W CAMBRIA ST,100,1,Homicide - Criminal ,-75.13910263,39.9951529
25,N,2009-04-13,10:36:00,3000 BLOCK GERMANTOWN AVE,100,1,Homicide - Criminal ,-75.14680309,39.99763279
25,F,2009-04-14,23:50:00,200 BLOCK E ROOSEVELT BLVD,100,1,Homicide - Gross Negligence,-75.12001582,40.0258082
25,N,2009-04-28,02:42:00,3300 BLOCK N BROAD ST,100,1,Homicide - Gross Negligence,-75.15223273,40.00445815
25,G,2009-05-02,00:55:00,2800 BLOCK N 2ND ST,100,1,Homicide - Justifiable ,-75.13417568,39.99443786
25,L,2009-05-07,02:04:00,N 9TH ST  / W ROOSEVELT BLVD,100,1,Homicide - Gross Negligence,-75.13994339,40.02098147
25,D,2009-05-14,02:25:00,3400 BLOCK G ST,100,1,Homicide - Criminal,-75.11478349,40.00011997
25,D,2009-05-29,23:09:00,3200 BLOCK BOUDINOT ST,100,1,Homicide - Criminal,-75.12228382,39.99769677
25,F,2009-06-03,00:03:00,E ROOSEVELT BLVD  / RISING SUN AV,100,1,Homicide - Gross Negligence,-75.12240689,40.02550386
25,L,2009-06-10,20:33:00,4100 BLOCK N 8TH ST,100,1,Homicide - Gross Negligence,-75.1404892,40.01415846
25,L,2009-06-10,22:47:00,4500 BLOCK N 3RD ST,100,1,Homicide - Criminal ,-75.13115859,40.01982055
25,L,2009-06-10,19:36:00,N 4TH ST  / W ANNSBURY ST,100,1,Homicide - Gross Negligence,-75.13217596,40.02014406
25,L,2009-06-11,01:00:00,4500 BLOCK N 3RD ST,100,1,Homicide - Criminal ,-75.1312085,40.01958554
25,L,2009-06-11,01:01:00,4500 BLOCK N 3RD ST,100,1,Homicide - Criminal ,-75.13117523,40.01974221
25,L,2009-06-11,01:01:00,4500 BLOCK N 3RD ST,100,1,Homicide - Criminal ,-75.13117523,40.01974221
25,S,2009-06-15,04:07:00,100 BLOCK E WILLARD ST,100,1,Homicide - Criminal,-75.12794937,39.99952111
25,L,2009-06-21,01:04:00,4600 BLOCK N 5TH ST,100,1,Homicide - Criminal,-75.13389991,40.02120403
25,S,2009-06-21,21:23:00,100 BLOCK W WESTMORELAND ST,100,1,Homicide - Criminal,-75.12894797,40.00010267
25,P,2009-06-26,15:44:00,1300 BLOCK COLWYN ST,100,1,Homicide - Criminal ,-75.1491609,40.01562608
25,K,2009-07-11,09:39:00,3500 BLOCK N 9TH ST,100,1,Homicide - Criminal ,-75.14333897,40.00528013
25,H,2009-07-26,02:15:00,N FRONT ST  / W ALLEGHENY AV,100,1,Homicide - Criminal,-75.12926232,39.99854849
25,J,2009-08-09,05:03:00,3000 BLOCK N 7TH ST,100,1,Homicide - Criminal,-75.14287262,39.99717962
25,S,2009-08-23,21:51:00,3300 BLOCK MUTTER ST,100,1,Homicide - Criminal,-75.1311894,40.00106234
25,K,2009-09-03,22:23:00,600 BLOCK W SEDGLEY AVE,100,1,Homicide - Criminal,-75.14138247,40.00330795
25,P,2009-09-17,23:59:00,4000 BLOCK N BROAD ST,100,1,Homicide - Criminal,-75.14995888,40.01495542
25,L,2009-10-20,20:39:00,W COURTLAND ST  / W ROOSEVELT BLVD,100,1,Homicide - Criminal,-75.13968839,40.02181136
25,F,2009-10-21,10:08:00,4700 BLOCK C ST,100,1,Homicide - Criminal ,-75.11809524,40.02199355
25,D,2009-10-31,00:52:00,500 BLOCK E WESTMORELAND ST,100,1,Homicide - Criminal,-75.12007289,39.99895469
25,G,2009-11-03,20:57:00,100 BLOCK W CAMBRIA ST,100,1,Homicide - Criminal,-75.13027742,39.99392885
25,3,2009-12-02,17:17:00,500 BLOCK E WESTMORELAND ST,100,1,Homicide - Criminal,-75.1199827,39.99894431
25,3,2009-12-25,03:51:00,500 BLOCK W LEHIGH AVE,100,1,Homicide - Criminal,-75.14021051,39.99213998
25,2,2009-12-30,19:59:00,4400 BLOCK N MARSHALL ST,100,1,Homicide - Criminal,-75.13751741,40.0186443
25,3,2009-12-31,18:27:00,3300 BLOCK PALETHORP ST,100,1,Homicide - Criminal,-75.13240694,40.00063362
26,K,2009-02-26,21:13:00,N 3RD ST  / W LEHIGH AV,100,1,Homicide - Criminal,-75.1373503,39.9917385
26,N,2009-03-06,21:39:00,N 9TH ST / W MONTGOMERY AVE,100,1,Homicide - Justifiable ,-75.14909187,39.97913508
26,P,2009-03-07,18:52:00,2400 BLOCK N 5TH ST,100,1,Homicide - Criminal,-75.14107012,39.98786138
26,J,2009-03-15,00:09:00,100 BLOCK W SUSQUEHANNA AVE,100,1,Homicide - Criminal,-75.13260273,39.98316337
26,E,2009-03-15,02:01:00,2100 BLOCK E NORRIS ST,100,1,Homicide - Criminal ,-75.13151869,39.97927443
26,L,2009-04-17,16:10:00,900 BLOCK N 8TH ST,100,1,Homicide - Gross Negligence,-75.15055498,39.96806279
26,N,2009-04-28,14:42:00,600 BLOCK W NORRIS ST,100,1,Homicide - Criminal,-75.14564202,39.98171342
26,H,2009-05-30,02:15:00,1400 BLOCK N 5TH ST,100,1,Homicide - Criminal,-75.14411793,39.97395199
26,I,2009-05-31,04:15:00,400 BLOCK W HEWSON ST,100,1,Homicide - Criminal,-75.14082161,39.98049409
26,3,2009-06-05,17:33:00,2400 BLOCK KENSINGTON AV,100,1,Homicide - Gross Negligence,-75.13071295,39.98703352
26,1,2009-06-09,02:35:00,2600 BLOCK N WENDLE ST,100,1,Homicide - Criminal,-75.14285328,39.99119855
26,2,2009-06-21,17:58:00,400 BLOCK W NORRIS ST,100,1,Homicide - Gross Negligence,-75.14189567,39.98122741
26,2,2009-06-27,17:44:00,1000 BLOCK N HANCOCK ST,100,1,Homicide - Criminal,-75.13880871,39.96648467
26,2,2009-06-27,20:53:00,1000 BLOCK N HANCOCK ST,100,1,Homicide - Criminal,-75.13880871,39.96648467
26,2,2009-07-31,02:00:00,700 BLOCK CECIL B MOORE AV,100,1,Homicide - Criminal,-75.14690719,39.97723105
26,1,2009-08-07,15:38:00,2600 BLOCK N LAWRENCE ST,100,1,Homicide - Criminal ,-75.13966087,39.99044029
26,3,2009-08-29,17:19:00,2500 BLOCK E THOMPSON ST,100,1,Homicide - Gross Negligence,-75.11863435,39.97650843
26,1,2009-09-06,02:15:00,2400 BLOCK GERMANTOWN AVE,100,1,Homicide - Criminal,-75.1468622,39.98900909
26,1,2009-09-21,19:48:00,400 BLOCK W NORRIS ST,100,1,Homicide - Criminal,-75.14133429,39.98124197
26,1,2009-09-26,22:09:00,2600 BLOCK N MARSHALL ST,100,1,Homicide - Criminal,-75.14340038,39.99088736
26,2,2009-12-09,18:06:00,N 4TH ST  / W NORRIS ST,100,1,Homicide - Criminal,-75.1406909,39.98111289
35,S,2009-01-12,15:32:00,5200 BLOCK N BROAD ST,100,1,Homicide - Justifiable ,-75.14604578,40.03331612
35,G,2009-02-02,04:26:00,4500 BLOCK N BOUVIER ST,100,1,Homicide - Criminal,-75.15443139,40.02228128
35,E,2009-02-13,20:20:00,5600 BLOCK N BROAD ST,100,1,Homicide - Criminal,-75.14480051,40.03911227
35,B,2009-02-27,18:24:00,400 BLOCK W CHEW AVE,100,1,Homicide - Criminal,-75.12835789,40.03771318
35,F,2009-03-07,18:31:00,66TH AV  / OLD YORK RD,100,1,Homicide - Gross Negligence,-75.14179539,40.05364016
35,H,2009-03-17,07:43:00,5000 BLOCK N CAMAC ST,100,1,Homicide - Criminal,-75.14356805,40.03005143
35,G,2009-03-25,20:08:00,4500 BLOCK N 19TH ST,100,1,Homicide - Criminal,-75.15641237,40.02321726
35,H,2009-04-14,17:52:00,4900 BLOCK N MARVINE ST,100,1,Homicide - Criminal,-75.14271891,40.02711115
35,H,2009-04-28,13:11:00,4900 BLOCK N WARNOCK ST,100,1,Homicide - Justifiable ,-75.14096042,40.02771011
35,I,2009-04-30,01:57:00,1800 BLOCK W ASHDALE ST,100,1,Homicide - Criminal,-75.15425114,40.03098217
35,I,2009-05-04,16:37:00,5200 BLOCK N 15TH ST,100,1,Homicide - Criminal ,-75.14776394,40.03315408
35,F,2009-06-12,05:40:00,6300 BLOCK N 12TH ST,100,1,Homicide - Criminal,-75.1385573,40.04927245
35,A,2009-06-23,21:15:00,MASCHER ST  / W TABOR RD,100,1,Homicide - Gross Negligence,-75.12417367,40.0325429
35,S,2009-07-15,21:49:00,N 10TH ST  / W OLNEY AV,100,1,Homicide - Gross Negligence,-75.13794748,40.03754811
35,B,2009-07-20,22:45:00,5700 BLOCK MASCHER ST,100,1,Homicide - Criminal,-75.12359002,40.03764778
35,E,2009-07-21,21:08:00,6100 BLOCK N MARSHALL ST,100,1,Homicide - Justifiable ,-75.1315,40.04530129
35,A,2009-08-18,16:09:00,5400 BLOCK WESTFORD RD,100,1,Homicide - Criminal,-75.11581646,40.0318016
35,D,2009-08-26,05:47:00,200 BLOCK RUBICAM ST,100,1,Homicide - Criminal,-75.12884573,40.02943522
35,H,2009-09-13,04:37:00,4700 BLOCK N 13TH ST,100,1,Homicide - Gross Negligence,-75.14558449,40.02516913
35,H,2009-09-19,23:36:00,4800 BLOCK N 11TH ST,100,1,Homicide - Criminal,-75.14200636,40.02613652
35,K,2009-10-11,00:03:00,6400 BLOCK N 15TH ST,100,1,Homicide - Justifiable ,-75.14362742,40.05225973
35,2,2009-10-14,20:09:00,100 BLOCK W FISHER AVE,100,1,Homicide - Criminal,-75.12382496,40.03085482
35,2,2009-11-01,21:43:00,D ST  / E ROOSEVELT BLVD,100,1,Homicide - Gross Negligence,-75.11573495,40.02646805
35,1,2009-11-05,08:43:00,6300 BLOCK N 8TH ST,100,1,Homicide - Gross Negligence,-75.13437785,40.04906728
35,3,2009-11-07,01:27:00,2000 BLOCK W 65TH AVE,100,1,Homicide - Criminal,-75.15369619,40.05301601
35,2,2009-11-13,23:00:00,4900 BLOCK N 5TH ST,100,1,Homicide - Criminal,-75.1325392,40.02690827
35,3,2009-12-18,23:48:00,6400 BLOCK N 20TH ST,100,1,Homicide - Criminal,-75.1517891,40.05170477
39,M,2009-01-14,21:34:00,4300 BLOCK CLARISSA ST,100,1,Homicide - Gross Negligence,-75.15910712,40.01771081
39,S,2009-02-09,00:24:00,400 BLOCK ABBOTTSFORD AVE,100,1,Homicide - Criminal,-75.16898535,40.02113142
39,M,2009-02-21,20:44:00,1800 BLOCK W HUNTING PARK AV,100,1,Homicide - Criminal,-75.15751894,40.01426797
39,H,2009-02-23,21:44:00,2900 BLOCK N 22ND ST,100,1,Homicide - Criminal,-75.16678561,39.99946009
39,U,2009-02-27,19:21:00,4800 BLOCK WAYNE AV,100,1,Homicide - Gross Negligence,-75.16533364,40.0240757
39,F,2009-03-06,01:59:00,4200 BLOCK WAYNE AVE,100,1,Homicide - Criminal,-75.1568517,40.01733814
39,J,2009-03-20,17:52:00,2100 BLOCK W ERIE AVE,100,1,Homicide - Criminal ,-75.16340422,40.01085055
39,K,2009-04-13,01:30:00,2900 BLOCK N 27TH ST,100,1,Homicide - Criminal ,-75.17480579,39.99975839
39,D,2009-04-18,21:44:00,3600 BLOCK N SMEDLEY ST,100,1,Homicide - Criminal,-75.15563082,40.00820903
39,R,2009-04-24,12:26:00,2800 BLOCK N 25TH ST,100,1,Homicide - Criminal,-75.17189054,39.99810045
39,E,2009-05-05,20:21:00,1900 BLOCK W ERIE AVE,100,1,Homicide - Gross Negligence,-75.159234,40.01026022
39,F,2009-05-23,03:07:00,4200 BLOCK N HICKS ST,100,1,Homicide - Criminal,-75.1516604,40.01767953
39,L,2009-06-21,18:20:00,3100 BLOCK N STILLMAN ST,100,1,Homicide - Gross Negligence,-75.17164046,40.00244078
39,B,2009-08-13,14:05:00,1400 BLOCK W ALLEGHENY AVE,100,1,Homicide - Criminal ,-75.15347561,40.00163046
39,E,2009-08-28,21:07:00,N 18TH ST  / W HUNTING PARK AV,100,1,Homicide - Gross Negligence,-75.15665571,40.0146275
39,C,2009-09-02,17:10:00,1900 BLOCK W WILLARD ST,100,1,Homicide - Criminal ,-75.16192163,40.00392906
39,2,2009-09-15,00:31:00,N 17TH ST  / W BRISTOL ST,100,1,Homicide - Criminal,-75.1540123,40.01910812
39,1,2009-11-13,18:46:00,4700 BLOCK WAYNE AVE,100,1,Homicide - Criminal,-75.16467177,40.02370492
39,3,2009-11-20,23:36:00,3000 BLOCK N 15TH ST,100,1,Homicide - Justifiable ,-75.15497888,39.99961451
39,1,2009-11-21,23:41:00,WISSAHICKON AV  / W CLAPIER ST,100,1,Homicide - Criminal,-75.17324977,40.01842074
39,1,2009-12-01,01:57:00,5100 BLOCK WAYNE AVE,100,1,Homicide - Criminal,-75.17102722,40.02717791
39,2,2009-12-05,01:14:00,2000 BLOCK DENNIE ST,100,1,Homicide - Criminal,-75.15863767,40.01961159
92,B,2009-01-01,05:08:00,SEDGLEY DR  / POPLAR DR,100,1,Homicide - Gross Negligence,-75.18582767,39.97176337
92,A,2009-02-20,19:00:00,600 BLOCK KELLY DR,100,1,Homicide - Gross Negligence,-75.17942887,39.96633428
1,1,2010-02-25,21:08:00,S TANEY TER  / POINT BREEZE AV,100,1,Homicide - Criminal,-75.1910332,39.92655856
1,1,2010-03-01,20:52:00,1800 BLOCK S 23RD ST,100,1,Homicide - Criminal,-75.18355159,39.92991756
1,1,2010-03-07,00:28:00,2000 BLOCK S 19TH ST,100,1,Homicide - Criminal,-75.17771863,39.92544373
1,1,2010-03-31,14:55:00,2200 BLOCK SNYDER AV,100,1,Homicide - Criminal,-75.18277269,39.92602861
1,1,2010-05-02,18:46:00,1800 BLOCK HOFFMAN ST,100,1,Homicide - Criminal,-75.17668072,39.92740505
1,1,2010-06-10,01:04:00,S COLORADO ST  / WOLF ST,100,1,Homicide - Criminal,-75.17561319,39.9225899
1,1,2010-07-10,22:25:00,1900 BLOCK S 21ST ST,100,1,Homicide - Criminal,-75.18079347,39.92729513
1,2,2010-09-15,13:22:00,3100 BLOCK LEYTE PL,100,1,Homicide - Gross Negligence,-75.17621029,39.90983587
1,1,2010-12-20,00:33:00,S 25TH ST  / WOLF ST,100,1,Homicide - Criminal,-75.18838593,39.92423993
2,1,2010-01-14,18:33:00,800 BLOCK BRIDGE ST,100,1,Homicide - Gross Negligence,-75.09347966,40.03301166
2,3,2010-02-20,19:55:00,2300 BLOCK COTTMAN AV,100,1,Homicide - Gross Negligence,-75.05985805,40.04776496
2,3,2010-03-05,18:27:00,1300 BLOCK COTTMAN AVE,100,1,Homicide - Gross Negligence,-75.07877484,40.05846397
2,2,2010-04-09,20:12:00,5800 BLOCK RISING SUN AVE,100,1,Homicide - Criminal,-75.10372773,40.04326963
2,3,2010-05-26,08:43:00,1200 BLOCK RHAWN ST,100,1,Homicide - Gross Negligence,-75.0703983,40.07017266
2,2,2010-07-17,01:06:00,600 BLOCK ANCHOR ST,100,1,Homicide - Criminal,-75.10090784,40.04045969
2,1,2010-09-23,21:10:00,900 BLOCK ANCHOR ST,100,1,Homicide - Criminal,-75.08980104,40.0341743
2,3,2010-09-28,22:52:00,7200 BLOCK RUPERT ST,100,1,Homicide - Criminal,-75.05817359,40.04404295
2,2,2010-10-21,10:51:00,6400 BLOCK RISING SUN AVE,100,1,Homicide - Criminal,-75.09458232,40.05060789
2,2,2010-10-21,18:07:00,6400 BLOCK RISING SUN AVE,100,1,Homicide - Justifiable ,-75.09458232,40.05060789
2,2,2010-11-12,07:59:00,MARTINS MILL RD  / LEVICK ST,100,1,Homicide - Gross Negligence,-75.09110051,40.04706971
2,1,2010-12-08,00:39:00,E ROOSEVELT BLVD  / PRATT ST,100,1,Homicide - Gross Negligence,-75.0900492,40.02923194
2,3,2010-12-08,17:07:00,1300 BLOCK COTTMAN AVE,100,1,Homicide - Gross Negligence,-75.07810304,40.05807485
2,3,2010-12-24,23:49:00,1700 BLOCK BLEIGH AVE,100,1,Homicide - Criminal,-75.06839713,40.05527637
3,4,2010-03-14,16:27:00,1700 BLOCK S ORIANNA ST,100,1,Homicide - Criminal,-75.15194896,39.92703405
3,3,2010-03-26,20:48:00,600 BLOCK WOLF ST,100,1,Homicide - Criminal,-75.15784189,39.92025837
3,1,2010-04-02,18:24:00,1300 BLOCK CATHARINE ST,100,1,Homicide - Gross Negligence,-75.16437086,39.94063813
3,3,2010-04-03,02:27:00,2300 BLOCK S 8TH ST,100,1,Homicide - Criminal,-75.16047836,39.91994799
3,2,2010-06-04,19:52:00,1100 BLOCK S 6TH ST,100,1,Homicide - Gross Negligence,-75.15395433,39.93448885
3,4,2010-06-19,00:32:00,0 BLOCK E WOLF ST,100,1,Homicide - Criminal,-75.1453813,39.91864283
3,4,2010-07-19,22:38:00,500 BLOCK PIERCE ST,100,1,Homicide - Criminal,-75.15421622,39.92650663
3,4,2010-08-05,20:53:00,S 7TH ST  / PACKER AV,100,1,Homicide - Gross Negligence,-75.16113567,39.90935397
3,2,2010-09-25,20:24:00,500 BLOCK WASHINGTON AV,100,1,Homicide - Gross Negligence,-75.15331667,39.9350243
3,2,2010-10-08,14:22:00,1400 BLOCK S 9TH ST,100,1,Homicide - Criminal ,-75.15957926,39.93135365
3,4,2010-10-20,23:29:00,200 BLOCK JACKSON ST,100,1,Homicide - Criminal,-75.15094039,39.92065927
3,4,2010-11-28,07:18:00,400 BLOCK JACKSON ST,100,1,Homicide - Criminal ,-75.15500222,39.92126623
3,2,2010-12-09,15:24:00,400 BLOCK GREENWICH ST,100,1,Homicide - Criminal ,-75.15325045,39.92935074
3,2,2010-12-11,23:08:00,S 8TH ST  / WASHINGTON AV,100,1,Homicide - Gross Negligence,-75.15689383,39.93594916
4,1,2010-01-16,01:35:00,WALT WHITMAN @ 3200 S 3RD ST,100,1,Homicide - Gross Negligence,-75.15396081,39.9067553
5,3,2010-08-07,03:40:00,8900 BLOCK RIDGE AVE,100,1,Homicide - Gross Negligence,-75.24048602,40.06899916
5,3,2010-08-21,14:44:00,5000 BLOCK UMBRIA ST,100,1,Homicide - Gross Negligence,-75.23907577,40.0379171
6,1,2010-01-06,03:48:00,600 BLOCK WILLOW ST,100,1,Homicide - Justifiable ,-75.14924891,39.95852971
6,2,2010-02-27,18:44:00,100 BLOCK N CHRISTOPHER COLUMBUS BLVD,100,1,Homicide - Gross Negligence,-75.14061341,39.95176115
6,2,2010-05-21,02:29:00,900 BLOCK FILBERT ST,100,1,Homicide - Criminal,-75.15562948,39.95250484
6,1,2010-07-08,18:24:00,1000 BLOCK BROWN ST,100,1,Homicide - Criminal,-75.15352314,39.9662922
6,1,2010-07-31,05:26:00,N FRONT ST  / SPRING GARDEN ST,100,1,Homicide - Gross Negligence,-75.13890529,39.96031051
6,1,2010-09-26,02:10:00,1100 BLOCK PARRISH ST,100,1,Homicide - Criminal,-75.15485764,39.96769589
6,2,2010-09-27,15:22:00,N FRONT ST  / MARKET ST,100,1,Homicide - Gross Negligence,-75.14215012,39.94968316
6,1,2010-10-25,14:39:00,N 2ND ST  / CALLOWHILL ST,100,1,Homicide - Gross Negligence,-75.14219034,39.9572267
6,2,2010-10-30,10:19:00,400 BLOCK CHESTNUT ST,100,1,Homicide - Criminal ,-75.14762288,39.94889656
7,2,2010-02-04,13:49:00,2300 BLOCK WOODWARD ST,100,1,Homicide - Criminal ,-75.03915783,40.07181304
7,2,2010-05-06,11:44:00,9700 BLOCK CHAPELCROFT ST,100,1,Homicide - Gross Negligence,-75.02697789,40.08999824
7,3,2010-06-02,13:23:00,BUSTLETON AV  / GIFFORD AV,100,1,Homicide - Gross Negligence,-75.02430865,40.11119109
7,1,2010-07-03,18:48:00,8400 BLOCK E ROOSEVELT BLVD,100,1,Homicide - Gross Negligence,-75.04289154,40.06303781
7,1,2010-07-17,12:35:00,8000 BLOCK PINE RD,100,1,Homicide - Gross Negligence,-75.0852734,40.07721186
7,2,2010-07-17,21:01:00,9800 BLOCK BUSTLETON AVE,100,1,Homicide - Gross Negligence,-75.03150337,40.09324251
7,3,2010-09-09,20:46:00,12000 BLOCK E ROOSEVELT BLVD,100,1,Homicide - Criminal,-75.00053225,40.10586285
7,3,2010-09-09,22:32:00,12000 BLOCK E ROOSEVELT BLVD,100,1,Homicide - Criminal,-75.00053225,40.10586285
8,3,2010-03-21,20:48:00,E ROOSEVELT BLVD  / HALDEMAN AV,100,1,Homicide - Gross Negligence,-75.00864471,40.10022039
8,2,2010-04-07,12:39:00,3000 BLOCK RED LION RD,100,1,Homicide - Gross Negligence,-75.0007754,40.08290795
8,3,2010-04-08,19:33:00,FAIRDALE RD  / KNIGHTS RD,100,1,Homicide - Criminal ,-74.9737664,40.08454317
8,2,2010-04-20,22:42:00,PRESIDENT ST  / ACADEMY RD,100,1,Homicide - Gross Negligence,-75.00146793,40.07515763
8,2,2010-07-25,13:41:00,RED LION RD  / E ROOSEVELT BLVD,100,1,Homicide - Gross Negligence,-75.01553062,40.09486945
8,2,2010-10-23,18:04:00,9200 BLOCK BLUE GRASS RD,100,1,Homicide - Criminal ,-75.02845114,40.07307896
8,3,2010-10-23,22:39:00,NORCOM RD  / RED LION RD,100,1,Homicide - Gross Negligence,-75.00936235,40.09038529
8,2,2010-11-14,00:14:00,3700 BLOCK MORRELL AVE,100,1,Homicide - Gross Negligence,-74.98721564,40.06518086
8,1,2010-11-29,17:47:00,8800 BLOCK FRANKFORD AV,100,1,Homicide - Gross Negligence,-75.01089836,40.0499546
9,2,2010-03-18,01:45:00,N 16TH ST  / VINE ST,100,1,Homicide - Gross Negligence,-75.16567762,39.95808671
9,3,2010-04-30,01:03:00,800 BLOCK PERKIOMEN ST,100,1,Homicide - Criminal,-75.16563739,39.96870809
9,3,2010-08-26,21:47:00,1700 BLOCK WYLIE ST,100,1,Homicide - Criminal,-75.16592434,39.96976822
9,2,2010-11-22,17:25:00,400 BLOCK S 15TH ST,100,1,Homicide - Criminal ,-75.16699371,39.94504571
12,2,2010-01-08,14:46:00,6700 BLOCK TRINITY ST,100,1,Homicide - Criminal,-75.24259995,39.92671881
12,4,2010-01-23,22:10:00,5500 BLOCK BEAUMONT ST,100,1,Homicide - Criminal,-75.22854611,39.94107835
12,3,2010-01-24,21:16:00,S 62ND ST / CHELWYNDE AVE,100,1,Homicide - Criminal,-75.22426215,39.92324696
12,2,2010-02-12,22:06:00,5800 BLOCK TRINITY ST,100,1,Homicide - Criminal,-75.22914162,39.9361781
12,4,2010-02-20,05:24:00,5800 BLOCK HADFIELD ST,100,1,Homicide - Criminal,-75.23572389,39.93986391
12,4,2010-03-03,21:19:00,1500 BLOCK S ALLISON ST,100,1,Homicide - Criminal,-75.22472943,39.93762314
12,1,2010-03-06,19:46:00,ISLAND AV  / PENROSE AV,100,1,Homicide - Gross Negligence,-75.23389717,39.88993131
12,4,2010-03-23,18:19:00,5600 BLOCK PENTRIDGE ST,100,1,Homicide - Criminal,-75.2318053,39.94077428
12,2,2010-03-26,22:10:00,2000 BLOCK COBBS CREEK PKWY,100,1,Homicide - Justifiable ,-75.2456541,39.92389302
12,1,2010-03-27,02:45:00,S 70TH ST / DICKS AVE,100,1,Homicide - Criminal,-75.23463336,39.91485748
12,2,2010-04-15,23:14:00,2000 BLOCK BONNAFFON ST,100,1,Homicide - Criminal,-75.23900568,39.92435429
12,3,2010-05-08,23:20:00,S 61ST ST  / W PASSYUNK AV,100,1,Homicide - Gross Negligence,-75.20870349,39.91830781
12,3,2010-05-11,03:14:00,5600 BLOCK WOODLAND AVE,100,1,Homicide - Gross Negligence,-75.22232515,39.93396936
12,4,2010-05-28,21:11:00,5400 BLOCK BALTIMORE AVE,100,1,Homicide - Criminal,-75.23258063,39.94756168
12,2,2010-05-31,01:56:00,S 60TH ST  / KINGSESSING,100,1,Homicide - Criminal,-75.23025171,39.93256047
12,4,2010-06-15,01:49:00,S 54TH ST  / FLORENCE AV,100,1,Homicide - Criminal,-75.22679493,39.94295416
12,4,2010-06-16,19:02:00,5600 BLOCK WINDSOR ST,100,1,Homicide - Criminal,-75.22868675,39.93893933
12,4,2010-06-27,11:07:00,5300 BLOCK THOMAS AVE,100,1,Homicide - Criminal ,-75.2319359,39.94574107
12,2,2010-07-12,23:20:00,7200 BLOCK ELMWOOD AVE,100,1,Homicide - Criminal,-75.24150593,39.91440675
12,2,2010-08-02,23:00:00,S 60TH ST  / GREENWAY AV,100,1,Homicide - Gross Negligence,-75.22885636,39.93139738
12,1,2010-08-17,06:00:00,S 86TH ST  / LINDBERGH BLVD,100,1,Homicide - Criminal,-75.25486966,39.89488265
12,3,2010-08-29,09:16:00,3200 BLOCK S 61ST ST,100,1,Homicide - Gross Negligence,-75.21296179,39.92001214
12,4,2010-08-30,00:02:00,1200 BLOCK S PEACH ST,100,1,Homicide - Criminal ,-75.22398465,39.94200885
12,2,2010-09-08,22:28:00,S 60TH ST  / CHESTER AV,100,1,Homicide - Criminal,-75.23153518,39.93364342
12,2,2010-09-25,00:13:00,6500 BLOCK CHESTER AVE,100,1,Homicide - Criminal,-75.23865157,39.92858256
12,2,2010-10-04,00:26:00,2100 BLOCK GOULD ST,100,1,Homicide - Criminal,-75.23572577,39.92558255
12,4,2010-10-08,10:38:00,4900 BLOCK SPRINGFIELD AVE,100,1,Homicide - Gross Negligence,-75.21771603,39.94513923
12,3,2010-10-08,15:50:00,S 58TH ST  / ELMWOOD AV,100,1,Homicide - Gross Negligence,-75.22059061,39.92905633
12,2,2010-10-23,19:32:00,6100 BLOCK UPLAND ST,100,1,Homicide - Criminal,-75.23203328,39.92999193
12,3,2010-11-23,16:53:00,6500 BLOCK GUYER AVE,100,1,Homicide - Criminal ,-75.22704636,39.91938425
12,2,2010-12-10,17:41:00,2100 BLOCK CEMETERY AVE,100,1,Homicide - Criminal,-75.23198985,39.92833855
12,1,2010-12-22,00:35:00,8500 BLOCK MARIO LANZA BLVD,100,1,Homicide - Criminal,-75.24485876,39.89226569
14,1,2010-01-03,10:06:00,900 BLOCK E WOODLAWN ST,100,1,Homicide - Criminal ,-75.16131342,40.04724388
14,2,2010-01-18,01:03:00,6300 BLOCK MAGNOLIA ST,100,1,Homicide - Criminal ,-75.17677949,40.04755383
14,3,2010-02-20,05:11:00,5700 BLOCK GERMANTOWN AVE,100,1,Homicide - Criminal,-75.17522711,40.03619368
14,2,2010-02-22,17:58:00,100 BLOCK COLLOM ST,100,1,Homicide - Criminal ,-75.16481584,40.03193298
14,2,2010-03-09,16:24:00,6000 BLOCK ROSS ST,100,1,Homicide - Criminal,-75.17145002,40.04576525
14,4,2010-03-16,20:06:00,8500 BLOCK FAYETTE ST,100,1,Homicide - Criminal,-75.17821869,40.07975037
14,4,2010-03-16,22:37:00,8500 BLOCK FAYETTE ST,100,1,Homicide - Criminal,-75.17821869,40.07975037
14,2,2010-03-23,15:55:00,500 BLOCK E BRINGHURST ST,100,1,Homicide - Criminal ,-75.16042548,40.03840125
14,2,2010-04-19,11:16:00,GERMANTOWN AV  / COLLOM ST,100,1,Homicide - Criminal,-75.16612302,40.03060945
14,2,2010-04-23,21:25:00,5800 BLOCK WAKEFIELD ST,100,1,Homicide - Criminal ,-75.17422612,40.03908395
14,1,2010-04-28,22:13:00,1400 BLOCK E WEAVER ST,100,1,Homicide - Criminal,-75.16295166,40.07095701
